1491192 0.711945 0.624504 0.321136 0.049589 -0.500874 0.864098 0.700481 -0.599265 -0.387563
1494272 0.708531 0.625727 0.326263 0.044722 -0.501226 0.864159 0.70426 -0.597693 -0.383118
1497352 0.707436 0.629395 0.321551 0.051736 -0.499849 0.864565 0.704881 -0.594988 -0.386174
1500432 0.706642 0.626803 0.328288 0.045101 -0.502924 0.863152 0.706131 -0.595134 -0.383657
1503512 0.708698 0.626066 0.325249 0.049917 -0.504353 0.862053 0.703743 -0.5947 -0.388685
1504492 0.723237 0.615597 0.312998 0.040772 -0.490498 0.870487 0.689395 -0.616807 -0.379845
1506592 0.707328 0.628058 0.32439 0.048347 -0.500809 0.864206 0.70523 -0.595593 -0.384601
1509672 0.70584 0.627702 0.328296 0.046116 -0.503189 0.862944 0.706868 -0.593961 -0.384118
1510512 0.730499 0.609944 0.307145 0.043718 -0.490602 0.870285 0.681512 -0.622315 -0.38505
1512752 0.706547 0.62682 0.328461 0.046643 -0.504387 0.862216 0.706127 -0.593876 -0.38561
1515832 0.707045 0.62593 0.329085 0.047957 -0.506727 0.860771 0.705539 -0.592822 -0.388297
1516532 0.729114 0.61382 0.302684 0.046992 -0.486124 0.872625 0.682776 -0.622019 -0.383285
1518912 0.706688 0.628191 0.325526 0.051733 -0.504738 0.86172 0.705631 -0.592127 -0.389191
1520242 0.735427 0.598285 0.31812 0.056904 -0.522351 0.850829 0.675209 -0.60762 -0.418196
1521992 0.709338 0.625066 0.325776 0.050803 -0.506316 0.860849 0.703034 -0.594083 -0.390905
1523532 0.733252 0.608089 0.304248 0.050032 -0.494491 0.867741 0.678112 -0.621051 -0.393011
1525072 0.70863 0.626906 0.323775 0.053367 -0.505186 0.861358 0.703558 -0.593106 -0.391447
1528152 0.708805 0.626153 0.324848 0.051906 -0.505563 0.861226 0.703491 -0.59358 -0.390848
1531232 0.708657 0.626104 0.325266 0.051889 -0.506008 0.860966 0.703642 -0.593251 -0.391074
1534312 0.708261 0.630255 0.31803 0.054222 -0.497736 0.865631 0.703864 -0.595849 -0.386701
1534347 0.642234 0.286984 0.710756 -0.306196 -0.754012 0.581126 0.702693 -0.59085 -0.396379
1546632 0.704854 0.630363 0.325302 0.051562 -0.502909 0.862799 0.707475 -0.591374 -0.386981
1549712 0.704432 0.632211 0.322619 0.052307 -0.499545 0.864707 0.707841 -0.592252 -0.384964
1552792 0.703355 0.631652 0.326045 0.05205 -0.503211 0.862594 0.70893 -0.589739 -0.386814
1555872 0.702399 0.631962 0.327502 0.050063 -0.50284 0.862928 0.71002 -0.589724 -0.384833
1558952 0.703985 0.629755 0.328348 0.051201 -0.506122 0.86094 0.708366 -0.589277 -0.388547
1562032 0.705173 0.631393 0.322603 0.048163 -0.496594 0.866645 0.707397 -0.595597 -0.380594
1565112 0.702959 0.630992 0.32817 0.046822 -0.501469 0.863907 0.709686 -0.591926 -0.382057
1568192 0.704896 0.631461 0.323073 0.046526 -0.495657 0.86727 0.707782 -0.596304 -0.378767
1571272 0.704672 0.630119 0.326169 0.044871 -0.498352 0.865812 0.708112 -0.595478 -0.379449
1573512 0.67892 0.652642 0.336338 0.046748 -0.495591 0.867296 0.732721 -0.573102 -0.366977
1574352 0.703815 0.634309 0.319835 0.054494 -0.497112 0.865973 0.708289 -0.592056 -0.384441
1576522 0.683075 0.651238 0.3306 0.047693 -0.49147 0.869587 0.728788 -0.578226 -0.366771
1577432 0.701612 0.634698 0.323879 0.051368 -0.498399 0.865424 0.710704 -0.590555 -0.382286
1579532 0.682137 0.651092 0.332816 0.048058 -0.494085 0.868084 0.729643 -0.576157 -0.368324
1580512 0.702871 0.634224 0.322073 0.048057 -0.49409 0.868081 0.709691 -0.594671 -0.377761
1583592 0.703691 0.632021 0.324602 0.047648 -0.497811 0.865975 0.708906 -0.593912 -0.38042
1586672 0.705331 0.632034 0.320999 0.051002 -0.4969 0.866307 0.70704 -0.594662 -0.382714
1589752 0.704664 0.632851 0.320852 0.05162 -0.496724 0.866371 0.70766 -0.593939 -0.382692
1592832 0.701727 0.635288 0.322469 0.046239 -0.492281 0.869207 0.710943 -0.595035 -0.374823
1594512 0.734455 0.613927 0.289253 0.044448 -0.468815 0.882177 0.677199 -0.635063 -0.371611
1595912 0.699246 0.637373 0.323743 0.050385 -0.495677 0.867043 0.713103 -0.589964 -0.378715
1598012 0.7385 0.607827 0.291826 0.041014 -0.47251 0.88037 0.673004 -0.638184 -0.373878
1598992 0.699054 0.63851 0.321913 0.04811 -0.491163 0.869737 0.713448 -0.592506 -0.374069
1602072 0.699834 0.637211 0.32279 0.045285 -0.490564 0.870227 0.712868 -0.594397 -0.37217
1603542 0.740303 0.605052 0.293023 0.036896 -0.471781 0.880943 0.671259 -0.641353 -0.371585
1605152 0.702769 0.634025 0.322687 0.044224 -0.49164 0.869674 0.710042 -0.596909 -0.373549
1608232 0.70059 0.636821 0.321918 0.044945 -0.489627 0.870772 0.712146 -0.595585 -0.37165
1611312 0.700044 0.636413 0.323907 0.046942 -0.49362 0.868409 0.712554 -0.592719 -0.375431
1614392 0.69749 0.639252 0.323825 0.048283 -0.492792 0.868806 0.714965 -0.590348 -0.374582
1617472 0.69738 0.639729 0.323119 0.049214 -0.492524 0.868906 0.715009 -0.590055 -0.37496
1618242 0.74219 0.600443 0.297692 0.050908 -0.493419 0.8683 0.668252 -0.629289 -0.396778
1632032 0.688902 0.639647 0.340976 0.051847 -0.512685 0.857009 0.722997 -0.572716 -0.386354
1632522 0.689485 0.640419 0.338337 0.056868 -0.513547 0.856174 0.722063 -0.571079 -0.390503
1632872 0.686913 0.64337 0.33797 0.058641 -0.512604 0.85662 0.724368 -0.568605 -0.389843
1632942 0.68668 0.643481 0.338233 0.059311 -0.513312 0.856149 0.724536 -0.567839 -0.390647
1639032 0.693711 0.645537 0.319444 0.038229 -0.475893 0.878671 0.719237 -0.597332 -0.354811
1639102 0.694013 0.641999 0.325855 0.042952 -0.488715 0.871385 0.718679 -0.590756 -0.36675
1640292 0.657958 0.674972 0.333921 0.047273 -0.479569 0.876229 0.751569 -0.560736 -0.347445
1643792 0.687605 0.656745 0.309651 0.041524 -0.461337 0.886252 0.724896 -0.596533 -0.344489
1644282 0.686448 0.655352 0.315121 0.0397 -0.466476 0.883641 0.726093 -0.594064 -0.34623
1645192 0.690881 0.652788 0.310723 0.036878 -0.46105 0.886607 0.722026 -0.601081 -0.342605
1645262 0.693913 0.647187 0.315647 0.041164 -0.473301 0.879938 0.718881 -0.597607 -0.355071
1645332 0.692027 0.645438 0.323275 0.045614 -0.486033 0.872748 0.720428 -0.58922 -0.365789
1645542 0.599163 0.699137 0.39014 0.061752 -0.526198 0.848116 0.798241 -0.484068 -0.358452
1651352 0.688598 0.658942 0.3027 0.034274 -0.446544 0.894104 0.724332 -0.605304 -0.330074
1651422 0.680029 0.664746 0.309308 0.037837 -0.453125 0.890643 0.732208 -0.593959 -0.33329
1651492 0.691696 0.653371 0.307672 0.042379 -0.462016 0.885858 0.720944 -0.599705 -0.347264
1651562 0.677942 0.661906 0.319801 0.044253 -0.470994 0.881025 0.733781 -0.583132 -0.348598
1651632 0.683722 0.653864 0.324013 0.046916 -0.482479 0.874649 0.728232 -0.582816 -0.360559
1652052 0.552399 0.72836 0.405395 0.053361 -0.516231 0.854784 0.831869 -0.45055 -0.324032
1656042 0.516131 0.750505 0.412735 0.047167 -0.506054 0.86121 0.855209 -0.425029 -0.29659
1657512 0.679336 0.658288 0.32428 0.042613 -0.476546 0.878116 0.732588 -0.582718 -0.351787
1657547 0.61154 0.323407 0.722098 -0.30238 -0.747838 0.591019 0.731152 -0.57978 -0.359541
1657582 0.686012 0.656658 0.313345 0.037641 -0.462116 0.88602 0.726615 -0.596026 -0.341735
1657617 0.614862 0.330456 0.71606 -0.310386 -0.733293 0.60493 0.724985 -0.594204 -0.348305
1657652 0.674867 0.666346 0.317072 0.037261 -0.459895 0.88719 0.736997 -0.586922 -0.335197
1657687 0.605111 0.339991 0.719892 -0.305023 -0.736226 0.604095 0.735391 -0.585129 -0.341793
1657722 0.675408 0.669769 0.308598 0.032729 -0.445283 0.894791 0.736717 -0.594249 -0.322668
1657757 0.603506 0.350274 0.716301 -0.309119 -0.725308 0.61512 0.735 -0.592651 -0.329451
1657792 0.688419 0.659632 0.3016 0.032512 -0.443468 0.8957 0.724583 -0.606811 -0.326739
1657827 0.614714 0.341745 0.71087 -0.31571 -0.719308 0.618807 0.722809 -0.604818 -0.334276
1672706 0.847209 -0.047162 -0.529161 -0.213791 0.881572 -0.42086 0.486343 0.469686 0.736793
1672741 0.625992 0.406768 -0.665336 -0.609107 0.787797 -0.09145 0.486951 0.462508 0.740921
1672846 0.847623 -0.05024 -0.528213 -0.210005 0.882449 -0.420928 0.487269 0.467716 0.737434
1672881 0.627719 0.405027 -0.664771 -0.606436 0.789861 -0.091394 0.48806 0.460512 0.741435
1672916 0.847433 -0.051064 -0.52844 -0.208915 0.882982 -0.420352 0.488068 0.46662 0.7376
1672951 0.628486 0.403759 -0.664817 -0.605091 0.790855 -0.091719 0.488742 0.45992 0.741353
1672986 0.847273 -0.052776 -0.528527 -0.207391 0.883195 -0.420659 0.488994 0.466026 0.737363
1673021 0.627684 0.404044 -0.665402 -0.605383 0.790723 -0.090926 0.489411 0.459896 0.740925
1673056 0.846419 -0.050677 -0.530099 -0.210527 0.882518 -0.420521 0.489133 0.467538 0.736312
1673091 0.625024 0.404843 -0.667417 -0.60783 0.788868 -0.090708 0.489781 0.462372 0.739138
1673126 0.846464 -0.048121 -0.530265 -0.213833 0.88134 -0.421324 0.487619 0.470024 0.735733
1673161 0.624541 0.40785 -0.666037 -0.611318 0.78603 -0.091902 0.486043 0.464558 0.740234
1673196 0.847924 -0.045695 -0.528143 -0.21471 0.881299 -0.420963 0.484689 0.470342 0.737464
1673231 0.626706 0.408409 -0.663656 -0.610942 0.786179 -0.093118 0.483722 0.463814 0.742218
1673266 0.849673 -0.045586 -0.525335 -0.213167 0.881527 -0.42127 0.482301 0.469926 0.739292
1673301 0.628502 0.409106 -0.661525 -0.610501 0.786457 -0.093656 0.481946 0.462726 0.744051
1673336 0.849459 -0.046235 -0.525623 -0.21232 0.881997 -0.420714 0.48305 0.46898 0.739404
1673371 0.627844 0.40647 -0.663771 -0.608703 0.787895 -0.093277 0.485068 0.462604 0.742095
1673406 0.847696 -0.04947 -0.528169 -0.211165 0.881892 -0.421515 0.486641 0.468848 0.73713
1673441 0.626055 0.404939 -0.666392 -0.607092 0.789445 -0.09063 0.48938 0.461301 0.740072
1673476 0.846157 -0.050868 -0.530499 -0.210599 0.882497 -0.42053 0.489556 0.467558 0.736018
1673511 0.626534 0.404366 -0.666289 -0.606252 0.790097 -0.090575 0.489808 0.460688 0.740171
1673546 0.846463 -0.051577 -0.529942 -0.20974 0.882522 -0.420906 0.489395 0.467432 0.736205
1673581 0.627103 0.403662 -0.666181 -0.605612 0.79053 -0.091076 0.489873 0.460561 0.740207
1673616 0.846348 -0.051925 -0.530091 -0.209127 0.882918 -0.420381 0.489856 0.466646 0.736398
1673651 0.627663 0.403636 -0.665669 -0.605331 0.790718 -0.091308 0.489502 0.460261 0.740639
1673686 0.847871 -0.051408 -0.527703 -0.208339 0.882926 -0.420756 0.487553 0.466688 0.737897
1673721 0.629649 0.405201 -0.662837 -0.605754 0.790277 -0.092317 0.486418 0.459644 0.74305
1673756 0.849659 -0.049953 -0.524959 -0.207695 0.883336 -0.420214 0.484706 0.46607 0.74016
1673791 0.631709 0.405509 -0.660685 -0.605901 0.789905 -0.094508 0.483554 0.460012 0.74469
1673826 0.850871 -0.049424 -0.523043 -0.207583 0.882929 -0.421122 0.482624 0.466896 0.741
1673861 0.629256 0.406884 -0.662178 -0.608133 0.788307 -0.093512 0.483951 0.461536 0.743488
1673896 0.848316 -0.046757 -0.52742 -0.213012 0.881795 -0.420787 0.484752 0.469307 0.738082
1710786 0.949133 0.305273 -0.077161 -0.29455 0.947413 0.125093 0.111291 -0.096002 0.989139
1710821 0.670732 0.741696 0.001901 -0.73322 0.662676 0.152473 0.111828 -0.103663 0.988305
1710856 0.94923 0.305217 -0.076181 -0.294534 0.947352 0.125591 0.110503 -0.096777 0.989152
1710891 0.670528 0.741876 0.003382 -0.733524 0.662283 0.152714 0.111055 -0.104881 0.988264
1710926 0.94914 0.305697 -0.075378 -0.294985 0.947085 0.126539 0.110072 -0.097868 0.989093
1710961 0.670295 0.742081 0.004338 -0.733766 0.661888 0.153268 0.110865 -0.105918 0.988175
1710996 0.949088 0.30599 -0.074845 -0.295279 0.946931 0.127005 0.109735 -0.098439 0.989074
1711031 0.666705 0.745283 0.007532 -0.736424 0.657156 0.1607 0.114817 -0.112686 0.986974
1711066 0.948991 0.306208 -0.075181 -0.295409 0.946825 0.12749 0.110222 -0.098778 0.988986
1711101 0.669924 0.742415 0.004463 -0.733992 0.661396 0.154301 0.111603 -0.106646 0.988013
1711136 0.948809 0.306539 -0.076116 -0.295535 0.946653 0.128475 0.111438 -0.099403 0.988787
1711171 0.669823 0.742511 0.003677 -0.733884 0.661272 0.155344 0.112913 -0.106752 0.987853
1711206 0.948702 0.306499 -0.077593 -0.295346 0.946709 0.128497 0.112842 -0.098989 0.988669
1711241 0.670569 0.741819 0.006367 -0.73366 0.661873 0.153836 0.109904 -0.107829 0.988075
1711276 0.949918 0.304707 -0.069337 -0.294384 0.946996 0.128589 0.104844 -0.101738 0.98927
1711311 0.672586 0.739897 0.013345 -0.732879 0.663491 0.150551 0.102538 -0.111039 0.988512
1711346 0.95064 0.302583 -0.068747 -0.292303 0.947609 0.128822 0.104125 -0.102369 0.989281
